,finalBalance,totalTrades,drawDown,startingBalance,date,configs,parametres
15,147.2904094955754,1055,52.4,242.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=2', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=500', 'totalinvestment=242.0', 'soldetosaveinvestisment=350.0', 'stopthebotifsoldedownbelow=200.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=75', 'nombredebougiesminimum=351', 'uselimitordertoopen=false', 'uselimitordertoclose=false', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 0.5, 'slmultiplicator': 0.2, 'trixlength': 10.0, 'trixsignal': 24.0, 'rsi_windows': 18.0, 'bb_windows_bull': 45.0, 'bb_windows_dev_bull': 1.2, 'bb_windows_bear': 44.0, 'bb_windows_dev_bear': 2.0, 'parametrepvo_bear': 8.0, 'parametrepvo_bull': 10.0, 'parametreperf_bull': 30.0, 'parametreperf_bear': 15.0, 'parametrepvo2': -18.0, 'parametreadxv_bull': -0.5, 'parametreadxv_bear': -0.5, 'parametretrix_histo_bull': 0.0, 'parametretrix_histo_bear': 0.0, 'parametrestoch_rsi_bull': 0.85, 'parametrestoch_rsi_bear': 0.87, 'parametrestoch_rsi2_bull': 0.22, 'parametrestoch_rsi2_bear': 0.23, 'parametretrix_histo2_bull': 0.0, 'parametretrix_histo2_bear': 0.02}}"
10,145.62311710945835,1067,52.3,242.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=2', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=500', 'totalinvestment=242.0', 'soldetosaveinvestisment=350.0', 'stopthebotifsoldedownbelow=200.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=75', 'nombredebougiesminimum=351', 'uselimitordertoopen=false', 'uselimitordertoclose=false', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 0.5, 'slmultiplicator': 0.2, 'trixlength': 10.0, 'trixsignal': 23.0, 'rsi_windows': 12.0, 'bb_windows_bull': 45.0, 'bb_windows_dev_bull': 1.2, 'bb_windows_bear': 44.0, 'bb_windows_dev_bear': 2.0, 'parametrepvo_bear': 8.0, 'parametrepvo_bull': 10.0, 'parametreperf_bull': 30.0, 'parametreperf_bear': 15.0, 'parametrepvo2': -18.0, 'parametreadxv_bull': -0.5, 'parametreadxv_bear': -0.5, 'parametretrix_histo_bull': 0.0, 'parametretrix_histo_bear': 0.0, 'parametrestoch_rsi_bull': 0.85, 'parametrestoch_rsi_bear': 0.87, 'parametrestoch_rsi2_bull': 0.22, 'parametrestoch_rsi2_bear': 0.23, 'parametretrix_histo2_bull': 0.0, 'parametretrix_histo2_bear': 0.02}}"
19,142.98607991563105,1043,53.48,242.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=2', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=500', 'totalinvestment=242.0', 'soldetosaveinvestisment=350.0', 'stopthebotifsoldedownbelow=200.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=75', 'nombredebougiesminimum=351', 'uselimitordertoopen=false', 'uselimitordertoclose=false', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 0.5, 'slmultiplicator': 0.2, 'trixlength': 10.0, 'trixsignal': 26.0, 'rsi_windows': 12.0, 'bb_windows_bull': 45.0, 'bb_windows_dev_bull': 1.2, 'bb_windows_bear': 44.0, 'bb_windows_dev_bear': 2.0, 'parametrepvo_bear': 8.0, 'parametrepvo_bull': 10.0, 'parametreperf_bull': 30.0, 'parametreperf_bear': 15.0, 'parametrepvo2': -18.0, 'parametreadxv_bull': -0.5, 'parametreadxv_bear': -0.5, 'parametretrix_histo_bull': 0.0, 'parametretrix_histo_bear': 0.0, 'parametrestoch_rsi_bull': 0.85, 'parametrestoch_rsi_bear': 0.87, 'parametrestoch_rsi2_bull': 0.22, 'parametrestoch_rsi2_bear': 0.23, 'parametretrix_histo2_bull': 0.0, 'parametretrix_histo2_bear': 0.02}}"
12,142.25042229136952,1061,53.8,242.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=2', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=500', 'totalinvestment=242.0', 'soldetosaveinvestisment=350.0', 'stopthebotifsoldedownbelow=200.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=75', 'nombredebougiesminimum=351', 'uselimitordertoopen=false', 'uselimitordertoclose=false', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 0.5, 'slmultiplicator': 0.2, 'trixlength': 10.0, 'trixsignal': 23.0, 'rsi_windows': 18.0, 'bb_windows_bull': 45.0, 'bb_windows_dev_bull': 1.2, 'bb_windows_bear': 44.0, 'bb_windows_dev_bear': 2.0, 'parametrepvo_bear': 8.0, 'parametrepvo_bull': 10.0, 'parametreperf_bull': 30.0, 'parametreperf_bear': 15.0, 'parametrepvo2': -18.0, 'parametreadxv_bull': -0.5, 'parametreadxv_bear': -0.5, 'parametretrix_histo_bull': 0.0, 'parametretrix_histo_bear': 0.0, 'parametrestoch_rsi_bull': 0.85, 'parametrestoch_rsi_bear': 0.87, 'parametrestoch_rsi2_bull': 0.22, 'parametrestoch_rsi2_bear': 0.23, 'parametretrix_histo2_bull': 0.0, 'parametretrix_histo2_bear': 0.02}}"
11,141.6802592460574,1060,54.99,242.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=2', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=500', 'totalinvestment=242.0', 'soldetosaveinvestisment=350.0', 'stopthebotifsoldedownbelow=200.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=75', 'nombredebougiesminimum=351', 'uselimitordertoopen=false', 'uselimitordertoclose=false', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 0.5, 'slmultiplicator': 0.2, 'trixlength': 10.0, 'trixsignal': 23.0, 'rsi_windows': 15.0, 'bb_windows_bull': 45.0, 'bb_windows_dev_bull': 1.2, 'bb_windows_bear': 44.0, 'bb_windows_dev_bear': 2.0, 'parametrepvo_bear': 8.0, 'parametrepvo_bull': 10.0, 'parametreperf_bull': 30.0, 'parametreperf_bear': 15.0, 'parametrepvo2': -18.0, 'parametreadxv_bull': -0.5, 'parametreadxv_bear': -0.5, 'parametretrix_histo_bull': 0.0, 'parametretrix_histo_bear': 0.0, 'parametrestoch_rsi_bull': 0.85, 'parametrestoch_rsi_bear': 0.87, 'parametrestoch_rsi2_bull': 0.22, 'parametrestoch_rsi2_bear': 0.23, 'parametretrix_histo2_bull': 0.0, 'parametretrix_histo2_bear': 0.02}}"
8,140.75648008340477,1063,55.36,242.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=2', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=500', 'totalinvestment=242.0', 'soldetosaveinvestisment=350.0', 'stopthebotifsoldedownbelow=200.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=75', 'nombredebougiesminimum=351', 'uselimitordertoopen=false', 'uselimitordertoclose=false', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 0.5, 'slmultiplicator': 0.2, 'trixlength': 10.0, 'trixsignal': 22.0, 'rsi_windows': 15.0, 'bb_windows_bull': 45.0, 'bb_windows_dev_bull': 1.2, 'bb_windows_bear': 44.0, 'bb_windows_dev_bear': 2.0, 'parametrepvo_bear': 8.0, 'parametrepvo_bull': 10.0, 'parametreperf_bull': 30.0, 'parametreperf_bear': 15.0, 'parametrepvo2': -18.0, 'parametreadxv_bull': -0.5, 'parametreadxv_bear': -0.5, 'parametretrix_histo_bull': 0.0, 'parametretrix_histo_bear': 0.0, 'parametrestoch_rsi_bull': 0.85, 'parametrestoch_rsi_bear': 0.87, 'parametrestoch_rsi2_bull': 0.22, 'parametrestoch_rsi2_bear': 0.23, 'parametretrix_histo2_bull': 0.0, 'parametretrix_histo2_bear': 0.02}}"
2,140.14310310029762,1064,54.97,242.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=2', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=500', 'totalinvestment=242.0', 'soldetosaveinvestisment=350.0', 'stopthebotifsoldedownbelow=200.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=75', 'nombredebougiesminimum=351', 'uselimitordertoopen=false', 'uselimitordertoclose=false', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 0.5, 'slmultiplicator': 0.2, 'trixlength': 10.0, 'trixsignal': 20.0, 'rsi_windows': 15.0, 'bb_windows_bull': 45.0, 'bb_windows_dev_bull': 1.2, 'bb_windows_bear': 44.0, 'bb_windows_dev_bear': 2.0, 'parametrepvo_bear': 8.0, 'parametrepvo_bull': 10.0, 'parametreperf_bull': 30.0, 'parametreperf_bear': 15.0, 'parametrepvo2': -18.0, 'parametreadxv_bull': -0.5, 'parametreadxv_bear': -0.5, 'parametretrix_histo_bull': 0.0, 'parametretrix_histo_bear': 0.0, 'parametrestoch_rsi_bull': 0.85, 'parametrestoch_rsi_bear': 0.87, 'parametrestoch_rsi2_bull': 0.22, 'parametrestoch_rsi2_bear': 0.23, 'parametretrix_histo2_bull': 0.0, 'parametretrix_histo2_bear': 0.02}}"
6,137.13205314746753,1066,56.76,242.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=2', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=500', 'totalinvestment=242.0', 'soldetosaveinvestisment=350.0', 'stopthebotifsoldedownbelow=200.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=75', 'nombredebougiesminimum=351', 'uselimitordertoopen=false', 'uselimitordertoclose=false', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 0.5, 'slmultiplicator': 0.2, 'trixlength': 10.0, 'trixsignal': 21.0, 'rsi_windows': 18.0, 'bb_windows_bull': 45.0, 'bb_windows_dev_bull': 1.2, 'bb_windows_bear': 44.0, 'bb_windows_dev_bear': 2.0, 'parametrepvo_bear': 8.0, 'parametrepvo_bull': 10.0, 'parametreperf_bull': 30.0, 'parametreperf_bear': 15.0, 'parametrepvo2': -18.0, 'parametreadxv_bull': -0.5, 'parametreadxv_bear': -0.5, 'parametretrix_histo_bull': 0.0, 'parametretrix_histo_bear': 0.0, 'parametrestoch_rsi_bull': 0.85, 'parametrestoch_rsi_bear': 0.87, 'parametrestoch_rsi2_bull': 0.22, 'parametrestoch_rsi2_bear': 0.23, 'parametretrix_histo2_bull': 0.0, 'parametretrix_histo2_bear': 0.02}}"
7,137.11225567695777,1065,55.06,242.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=2', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=500', 'totalinvestment=242.0', 'soldetosaveinvestisment=350.0', 'stopthebotifsoldedownbelow=200.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=75', 'nombredebougiesminimum=351', 'uselimitordertoopen=false', 'uselimitordertoclose=false', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 0.5, 'slmultiplicator': 0.2, 'trixlength': 10.0, 'trixsignal': 22.0, 'rsi_windows': 12.0, 'bb_windows_bull': 45.0, 'bb_windows_dev_bull': 1.2, 'bb_windows_bear': 44.0, 'bb_windows_dev_bear': 2.0, 'parametrepvo_bear': 8.0, 'parametrepvo_bull': 10.0, 'parametreperf_bull': 30.0, 'parametreperf_bear': 15.0, 'parametrepvo2': -18.0, 'parametreadxv_bull': -0.5, 'parametreadxv_bear': -0.5, 'parametretrix_histo_bull': 0.0, 'parametretrix_histo_bear': 0.0, 'parametrestoch_rsi_bull': 0.85, 'parametrestoch_rsi_bear': 0.87, 'parametrestoch_rsi2_bull': 0.22, 'parametrestoch_rsi2_bear': 0.23, 'parametretrix_histo2_bull': 0.0, 'parametretrix_histo2_bear': 0.02}}"
5,137.06763793228143,1059,57.03,242.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=2', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=500', 'totalinvestment=242.0', 'soldetosaveinvestisment=350.0', 'stopthebotifsoldedownbelow=200.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=75', 'nombredebougiesminimum=351', 'uselimitordertoopen=false', 'uselimitordertoclose=false', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 0.5, 'slmultiplicator': 0.2, 'trixlength': 10.0, 'trixsignal': 21.0, 'rsi_windows': 15.0, 'bb_windows_bull': 45.0, 'bb_windows_dev_bull': 1.2, 'bb_windows_bear': 44.0, 'bb_windows_dev_bear': 2.0, 'parametrepvo_bear': 8.0, 'parametrepvo_bull': 10.0, 'parametreperf_bull': 30.0, 'parametreperf_bear': 15.0, 'parametrepvo2': -18.0, 'parametreadxv_bull': -0.5, 'parametreadxv_bear': -0.5, 'parametretrix_histo_bull': 0.0, 'parametretrix_histo_bear': 0.0, 'parametrestoch_rsi_bull': 0.85, 'parametrestoch_rsi_bear': 0.87, 'parametrestoch_rsi2_bull': 0.22, 'parametrestoch_rsi2_bear': 0.23, 'parametretrix_histo2_bull': 0.0, 'parametretrix_histo2_bear': 0.02}}"
9,136.24802424187908,1060,56.26,242.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=2', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=500', 'totalinvestment=242.0', 'soldetosaveinvestisment=350.0', 'stopthebotifsoldedownbelow=200.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=75', 'nombredebougiesminimum=351', 'uselimitordertoopen=false', 'uselimitordertoclose=false', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 0.5, 'slmultiplicator': 0.2, 'trixlength': 10.0, 'trixsignal': 22.0, 'rsi_windows': 18.0, 'bb_windows_bull': 45.0, 'bb_windows_dev_bull': 1.2, 'bb_windows_bear': 44.0, 'bb_windows_dev_bear': 2.0, 'parametrepvo_bear': 8.0, 'parametrepvo_bull': 10.0, 'parametreperf_bull': 30.0, 'parametreperf_bear': 15.0, 'parametrepvo2': -18.0, 'parametreadxv_bull': -0.5, 'parametreadxv_bear': -0.5, 'parametretrix_histo_bull': 0.0, 'parametretrix_histo_bear': 0.0, 'parametrestoch_rsi_bull': 0.85, 'parametrestoch_rsi_bear': 0.87, 'parametrestoch_rsi2_bull': 0.22, 'parametrestoch_rsi2_bear': 0.23, 'parametretrix_histo2_bull': 0.0, 'parametretrix_histo2_bear': 0.02}}"
4,131.86936301802592,1066,57.18,242.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=2', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=500', 'totalinvestment=242.0', 'soldetosaveinvestisment=350.0', 'stopthebotifsoldedownbelow=200.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=75', 'nombredebougiesminimum=351', 'uselimitordertoopen=false', 'uselimitordertoclose=false', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 0.5, 'slmultiplicator': 0.2, 'trixlength': 10.0, 'trixsignal': 21.0, 'rsi_windows': 12.0, 'bb_windows_bull': 45.0, 'bb_windows_dev_bull': 1.2, 'bb_windows_bear': 44.0, 'bb_windows_dev_bear': 2.0, 'parametrepvo_bear': 8.0, 'parametrepvo_bull': 10.0, 'parametreperf_bull': 30.0, 'parametreperf_bear': 15.0, 'parametrepvo2': -18.0, 'parametreadxv_bull': -0.5, 'parametreadxv_bear': -0.5, 'parametretrix_histo_bull': 0.0, 'parametretrix_histo_bear': 0.0, 'parametrestoch_rsi_bull': 0.85, 'parametrestoch_rsi_bear': 0.87, 'parametrestoch_rsi2_bull': 0.22, 'parametrestoch_rsi2_bear': 0.23, 'parametretrix_histo2_bull': 0.0, 'parametretrix_histo2_bear': 0.02}}"
1,124.25975108476086,1066,57.23,242.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=2', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=500', 'totalinvestment=242.0', 'soldetosaveinvestisment=350.0', 'stopthebotifsoldedownbelow=200.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=75', 'nombredebougiesminimum=351', 'uselimitordertoopen=false', 'uselimitordertoclose=false', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 0.5, 'slmultiplicator': 0.2, 'trixlength': 10.0, 'trixsignal': 20.0, 'rsi_windows': 12.0, 'bb_windows_bull': 45.0, 'bb_windows_dev_bull': 1.2, 'bb_windows_bear': 44.0, 'bb_windows_dev_bear': 2.0, 'parametrepvo_bear': 8.0, 'parametrepvo_bull': 10.0, 'parametreperf_bull': 30.0, 'parametreperf_bear': 15.0, 'parametrepvo2': -18.0, 'parametreadxv_bull': -0.5, 'parametreadxv_bear': -0.5, 'parametretrix_histo_bull': 0.0, 'parametretrix_histo_bear': 0.0, 'parametrestoch_rsi_bull': 0.85, 'parametrestoch_rsi_bear': 0.87, 'parametrestoch_rsi2_bull': 0.22, 'parametrestoch_rsi2_bear': 0.23, 'parametretrix_histo2_bull': 0.0, 'parametretrix_histo2_bear': 0.02}}"
0,0.0,0,0.0,1000.0,"[0, 0]",0,0
