,finalBalance,totalTrades,drawDown,startingBalance,date,configs,parametres
34,44.857396522422356,537,52.34,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 60.0, 'ema_long_windows': 100.0}}"
2,44.76119749736516,597,44.16,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 20.0, 'ema_long_windows': 100.0}}"
12,44.68315030720845,544,49.46,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 30.0, 'ema_long_windows': 150.0}}"
48,44.42692887163444,474,45.94,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 70.0, 'ema_long_windows': 250.0}}"
27,44.36767865182094,535,52.84,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 50.0, 'ema_long_windows': 125.0}}"
28,43.74157288668087,499,50.12,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 50.0, 'ema_long_windows': 150.0}}"
47,43.643750376845944,479,48.84,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 70.0, 'ema_long_windows': 225.0}}"
15,43.0004455746991,526,52.41,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 30.0, 'ema_long_windows': 225.0}}"
45,41.73723163049307,492,52.2,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 70.0, 'ema_long_windows': 175.0}}"
20,40.79292076464164,551,54.78,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 40.0, 'ema_long_windows': 150.0}}"
21,40.740682449627265,524,53.15,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 40.0, 'ema_long_windows': 175.0}}"
33,40.70699535540517,552,47.66,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 60.0, 'ema_long_windows': 75.0}}"
18,40.60283335627158,562,53.85,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 40.0, 'ema_long_windows': 100.0}}"
29,40.37492771914091,487,52.67,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 50.0, 'ema_long_windows': 175.0}}"
22,40.224832870900755,516,54.01,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 40.0, 'ema_long_windows': 200.0}}"
16,39.793883361103056,521,52.2,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 30.0, 'ema_long_windows': 250.0}}"
42,38.98687565782031,524,54.56,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 70.0, 'ema_long_windows': 100.0}}"
30,38.455225129085846,477,57.14,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 50.0, 'ema_long_windows': 200.0}}"
46,38.2324415800719,481,55.68,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 70.0, 'ema_long_windows': 200.0}}"
39,37.584009119880996,479,54.94,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 60.0, 'ema_long_windows': 225.0}}"
26,37.288680969440094,537,56.21,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 50.0, 'ema_long_windows': 100.0}}"
31,37.26875887066969,485,58.5,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 50.0, 'ema_long_windows': 225.0}}"
23,37.09898954717177,493,59.96,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 40.0, 'ema_long_windows': 225.0}}"
40,37.02640932307362,468,54.14,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 60.0, 'ema_long_windows': 250.0}}"
41,36.80754543007784,525,53.51,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 70.0, 'ema_long_windows': 75.0}}"
32,33.660329551037435,485,60.81,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 50.0, 'ema_long_windows': 250.0}}"
1,32.89517624412066,588,51.57,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 20.0, 'ema_long_windows': 75.0}}"
24,32.38909261161151,476,61.56,63.0,"['2022-06-01', '2022-10-04']","['timeframe=1h', 'maxpositions=parametres:maxpositions', 'useshort=true', 'uselong=true', 'nbofcandlesrecovered=2100', 'totalinvestment=63.0', 'usefixamountofusd=false', 'fixamount=5.0', 'usdallocated=0.5', 'soldetosaveinvestisment=110.0', 'stopthebotifsoldedownbelow=40.0', 'repartitionlongandshort=false', 'defaultleverage=2', 'useblacklist=true', 'usewhitelist=false', 'sortbyrecentperf=false', 'classementminimum=parametres:classementminimum', 'nombredebougiesminimum=350', 'uselimitordertoopen=true', 'uselimitordertoclose=true', 'forcesell=true', 'usetakeprofit=true', 'usestoploss=true']","{'params': {'tpmultiplicator': 1.0, 'slmultiplicator': 0.2, 'maxpositions': 2.0, 'classementminimum': 40.0, 'st_length': 3.0, 'st_multiplier': 2.0, 'ema_short_windows': 40.0, 'ema_long_windows': 250.0}}"
0,0.0,0,0.0,1000.0,"[0, 0]",0,0
