24 9 2022 21 0 69.55067716 64.63
24 9 2022 22 1 69.55067716 64.63
24 9 2022 23 0 69.55067716 64.63
25 9 2022 0 0 69.55067716 64.63
25 9 2022 1 0 69.55067716 64.63
25 9 2022 2 0 69.55067716 64.63
25 9 2022 3 0 69.55067716 64.63
25 9 2022 4 0 70.98743352 64.63
25 9 2022 5 0 70.98743352 64.63
25 9 2022 6 0 70.98743352 64.63
25 9 2022 7 1 70.98743352 64.63
25 9 2022 8 0 70.98743352 64.63
25 9 2022 9 0 70.98743352 64.63
25 9 2022 10 0 70.98743352 63.64
25 9 2022 11 0 70.98743352 63.64
25 9 2022 12 0 70.98743352 63.64
25 9 2022 13 1 70.98743352 63.64
25 9 2022 16 0 70.98743352 63.64
25 9 2022 17 0 70.98743352 63.64
25 9 2022 18 0 70.98743352 63.64
25 9 2022 19 0 70.98743352 63.64
25 9 2022 21 0 70.98743352 63.64
25 9 2022 22 1 70.98743352 63.64
25 9 2022 23 0 70.98743352 63.64
26 9 2022 0 0 70.98743352 63.64
26 9 2022 1 0 70.98743352 63.64
26 9 2022 2 0 70.98743352 63.64
26 9 2022 3 0 70.98743352 63.64
26 9 2022 4 15 72.17902578 63.64
26 9 2022 5 0 72.17902578 63.64
26 9 2022 6 0 72.17902578 63.64
26 9 2022 7 0 72.17902578 63.64
26 9 2022 8 1 72.17902578 63.64
26 9 2022 9 0 72.17902578 63.64
26 9 2022 11 0 72.17902578 63.64
26 9 2022 12 0 72.17902578 63.64
26 9 2022 13 0 72.17902578 63.64
26 9 2022 14 1 72.17902578 63.64
26 9 2022 15 1 72.17902578 63.64
26 9 2022 16 0 72.17902578 63.64
26 9 2022 17 0 72.17902578 63.64
26 9 2022 18 0 72.17902578 63.64
26 9 2022 19 1 72.17902578 63.64
26 9 2022 20 0 72.17902578 63.64
26 9 2022 21 1 72.17902578 63.64
26 9 2022 23 0 72.17902578 63.64
